frames_ids,AU1,AU2,AU4,AU6,AU12,AU15,AU20,AU25,EXPR,valence,arousal
222,0,0,0,0,0,0,0,0,0,-0.08327617107179805,0.02367088255644036
223,0,0,1,1,0,0,0,0,4,0.0033712116143616664,0.12356133938546432
224,0,0,1,0,0,0,0,0,0,-0.13294142528167488,0.01095818087311554
225,0,0,1,0,0,0,0,0,0,-0.08234490532624096,0.0011762781620123118
226,0,0,1,1,0,0,0,0,0,-0.046490979638244806,-0.029584311500289763
227,0,0,1,0,0,0,0,0,0,-0.11239836068431802,0.04643554231887187
228,0,0,1,1,0,0,0,0,0,-0.07741961221357714,0.027636254966062875
229,0,0,1,1,0,0,0,0,0,-0.151026907474979,0.017683738854860742
230,0,0,1,0,0,0,0,0,0,-0.15622052475564968,0.036896438043760575
231,0,0,1,0,0,0,0,0,0,-0.1535977027317706,0.04224526884622473
232,0,0,1,0,0,0,0,0,0,-0.15304297808631276,0.04406783446718591
233,0,0,1,0,0,0,0,0,0,-0.15499044469508694,0.047369179401644694
234,0,0,1,0,0,0,0,0,0,-0.1524901867010876,0.04452703017006181
235,0,0,1,0,0,0,0,0,0,-0.1530060615071929,0.04609432198891507
236,0,0,1,0,0,0,0,0,0,-0.15028361774564383,0.04399078229050098
237,0,0,1,0,0,0,0,0,0,-0.15139800955933572,0.045994256770140185
238,0,0,1,0,0,0,0,0,0,-0.15002010035402094,0.04688904483459491
239,0,0,1,0,0,0,0,0,0,-0.1490364230213393,0.046563833094152914
240,0,0,1,0,0,0,0,0,0,-0.14797752430221361,0.04531669708606047
241,0,0,1,0,0,0,0,0,0,-0.14806568764738348,0.045039459462522635
242,0,0,1,0,0,0,0,0,0,-0.14763964248796632,0.044676981939885126
243,0,0,1,0,0,0,0,0,0,-0.1470101643353701,0.04525740820865485
244,0,0,1,0,0,0,0,0,0,-0.14408427538154164,0.045574992552007434
245,0,0,1,0,0,0,0,0,0,-0.1435540111453616,0.04539257377435104
246,0,0,1,0,0,0,0,0,0,-0.14325789297244662,0.04353243075801348
247,0,0,1,0,0,0,0,0,0,-0.14253728308616895,0.04483030062462934
248,0,0,1,0,0,0,0,0,0,-0.14198391707491523,0.044019854713329296
249,0,0,1,0,0,0,0,0,0,-0.1396511864027401,0.044115049838039364
250,0,0,1,0,0,0,0,0,0,-0.13859415259579888,0.04355005694455217
251,0,0,1,0,0,0,0,0,0,-0.1382479963358492,0.043246563487244996
252,0,0,1,0,0,0,0,0,0,-0.13649047182652324,0.04262591585958077
253,0,0,1,0,0,0,0,0,0,-0.13631575811335725,0.04274907467984834
254,0,0,1,0,0,0,0,0,0,-0.13444922543375906,0.041874098775320084
255,0,0,1,0,0,0,0,0,0,-0.1349652979988605,0.04241952751027905
256,0,0,1,0,0,0,0,0,0,-0.13504460860215328,0.04197119195994572
257,0,0,1,0,0,0,0,0,0,-0.13455929733984376,0.0413490715436637
258,0,0,1,0,0,0,0,0,0,-0.13477025007044802,0.04111267426541364
